case_id,case_login,case_pass,case_ip,case_expected
734,login74,pass8,192.168.1.10,1
735,login74,pass8,192.168.1.10,1
736,login74,pass8,192.168.1.10,1
737,login74,pass8,192.168.1.10,1
738,login74,pass8,192.168.1.10,1
739,login74,pass8,192.168.1.10,1
740,login75,pass8,192.168.1.10,1
741,login75,pass8,192.168.1.10,1
742,login75,pass8,192.168.1.10,1
743,login75,pass8,192.168.1.10,1
744,login75,pass8,192.168.1.10,1
745,login75,pass8,192.168.1.10,1
746,login75,pass8,192.168.1.10,1
747,login75,pass8,192.168.1.10,1
748,login75,pass8,192.168.1.10,1
749,login75,pass8,192.168.1.10,1
750,login76,pass8,192.168.1.10,1
751,login76,pass8,192.168.1.10,1
752,login76,pass8,192.168.1.10,1
753,login76,pass8,192.168.1.10,1
754,login76,pass8,192.168.1.10,1
755,login76,pass8,192.168.1.10,1
756,login76,pass8,192.168.1.10,1
757,login76,pass8,192.168.1.10,1
758,login76,pass8,192.168.1.10,1
759,login76,pass8,192.168.1.10,1
760,login77,pass8,192.168.1.10,1
761,login77,pass8,192.168.1.10,1
762,login77,pass8,192.168.1.10,1
763,login77,pass8,192.168.1.10,1
764,login77,pass8,192.168.1.10,1
765,login77,pass8,192.168.1.10,1
766,login77,pass8,192.168.1.10,1
767,login77,pass8,192.168.1.10,1
768,login77,pass8,192.168.1.10,1
769,login77,pass8,192.168.1.10,1
770,login78,pass8,192.168.1.10,1
771,login78,pass8,192.168.1.10,1
772,login78,pass8,192.168.1.10,1
773,login78,pass8,192.168.1.10,1
774,login78,pass8,192.168.1.10,1
775,login78,pass8,192.168.1.10,1
776,login78,pass8,192.168.1.10,1
777,login78,pass8,192.168.1.10,1
778,login78,pass8,192.168.1.10,1
779,login78,pass8,192.168.1.10,1
780,login79,pass8,192.168.1.10,1
781,login79,pass8,192.168.1.10,1
782,login79,pass8,192.168.1.10,1
783,login79,pass8,192.168.1.10,1
784,login79,pass8,192.168.1.10,1
785,login79,pass8,192.168.1.10,1
786,login79,pass8,192.168.1.10,1
787,login79,pass8,192.168.1.10,1
788,login79,pass8,192.168.1.10,1
789,login79,pass8,192.168.1.10,1
790,login80,pass8,192.168.1.10,1
791,login80,pass8,192.168.1.10,1
792,login80,pass8,192.168.1.10,1
793,login80,pass8,192.168.1.10,1
794,login80,pass8,192.168.1.10,1
795,login80,pass8,192.168.1.10,1
796,login80,pass8,192.168.1.10,1
797,login80,pass8,192.168.1.10,1
798,login80,pass8,192.168.1.10,1
799,login80,pass8,192.168.1.10,1
800,login81,pass9,192.168.1.10,1
801,login81,pass9,192.168.1.10,1
802,login81,pass9,192.168.1.10,1
803,login81,pass9,192.168.1.10,1
804,login81,pass9,192.168.1.10,1
805,login81,pass9,192.168.1.10,1
806,login81,pass9,192.168.1.10,1
807,login81,pass9,192.168.1.10,1
808,login81,pass9,192.168.1.10,1
809,login81,pass9,192.168.1.10,1
810,login82,pass9,192.168.1.10,1
811,login82,pass9,192.168.1.10,1
812,login82,pass9,192.168.1.10,1
813,login82,pass9,192.168.1.10,1
814,login82,pass9,192.168.1.10,1
815,login82,pass9,192.168.1.10,1
816,login82,pass9,192.168.1.10,1
817,login82,pass9,192.168.1.10,1
818,login82,pass9,192.168.1.10,1
819,login82,pass9,192.168.1.10,1
820,login83,pass9,192.168.1.10,1
821,login83,pass9,192.168.1.10,1
822,login83,pass9,192.168.1.10,1
823,login83,pass9,192.168.1.10,1
824,login83,pass9,192.168.1.10,1
825,login83,pass9,192.168.1.10,1
826,login83,pass9,192.168.1.10,1
827,login83,pass9,192.168.1.10,1
828,login83,pass9,192.168.1.10,1
829,login83,pass9,192.168.1.10,1
830,login84,pass9,192.168.1.10,1
831,login84,pass9,192.168.1.10,1
832,login84,pass9,192.168.1.10,1
833,login84,pass9,192.168.1.10,1
834,login84,pass9,192.168.1.10,1
835,login84,pass9,192.168.1.10,1
836,login84,pass9,192.168.1.10,1
837,login84,pass9,192.168.1.10,1
838,login84,pass9,192.168.1.10,1
839,login84,pass9,192.168.1.10,1
840,login85,pass9,192.168.1.10,1
841,login85,pass9,192.168.1.10,1
842,login85,pass9,192.168.1.10,1
843,login85,pass9,192.168.1.10,1
844,login85,pass9,192.168.1.10,1
845,login85,pass9,192.168.1.10,1
846,login85,pass9,192.168.1.10,1
847,login85,pass9,192.168.1.10,1
848,login85,pass9,192.168.1.10,1
849,login85,pass9,192.168.1.10,1
850,login86,pass9,192.168.1.10,1
851,login86,pass9,192.168.1.10,1
852,login86,pass9,192.168.1.10,1
853,login86,pass9,192.168.1.10,1
854,login86,pass9,192.168.1.10,1
855,login86,pass9,192.168.1.10,1
856,login86,pass9,192.168.1.10,1
857,login86,pass9,192.168.1.10,1
858,login86,pass9,192.168.1.10,1
859,login86,pass9,192.168.1.10,1
860,login87,pass9,192.168.1.10,1
861,login87,pass9,192.168.1.10,1
862,login87,pass9,192.168.1.10,1
863,login87,pass9,192.168.1.10,1
864,login87,pass9,192.168.1.10,1
865,login87,pass9,192.168.1.10,1
866,login87,pass9,192.168.1.10,1
867,login87,pass9,192.168.1.10,1
868,login87,pass9,192.168.1.10,1
869,login87,pass9,192.168.1.10,1
870,login88,pass9,192.168.1.10,1
871,login88,pass9,192.168.1.10,1
872,login88,pass9,192.168.1.10,1
873,login88,pass9,192.168.1.10,1
874,login88,pass9,192.168.1.10,1
875,login88,pass9,192.168.1.10,1
876,login88,pass9,192.168.1.10,1
877,login88,pass9,192.168.1.10,1
878,login88,pass9,192.168.1.10,1
879,login88,pass9,192.168.1.10,1
880,login89,pass9,192.168.1.10,1
881,login89,pass9,192.168.1.10,1
882,login89,pass9,192.168.1.10,1
883,login89,pass9,192.168.1.10,1
884,login89,pass9,192.168.1.10,1
885,login89,pass9,192.168.1.10,1
886,login89,pass9,192.168.1.10,1
887,login89,pass9,192.168.1.10,1
888,login89,pass9,192.168.1.10,1
889,login89,pass9,192.168.1.10,1
890,login90,pass9,192.168.1.10,1
891,login90,pass9,192.168.1.10,1
892,login90,pass9,192.168.1.10,1
893,login90,pass9,192.168.1.10,1
894,login90,pass9,192.168.1.10,1
895,login90,pass9,192.168.1.10,1
896,login90,pass9,192.168.1.10,1
897,login90,pass9,192.168.1.10,1
898,login90,pass9,192.168.1.10,1
899,login90,pass9,192.168.1.10,1
900,login91,pass10,192.168.1.10,1
901,login91,pass10,192.168.1.10,1
902,login91,pass10,192.168.1.10,1
903,login91,pass10,192.168.1.10,1
904,login91,pass10,192.168.1.10,1
905,login91,pass10,192.168.1.10,1
906,login91,pass10,192.168.1.10,1
907,login91,pass10,192.168.1.10,1
908,login91,pass10,192.168.1.10,1
909,login91,pass10,192.168.1.10,1
910,login92,pass10,192.168.1.10,1
911,login92,pass10,192.168.1.10,1
912,login92,pass10,192.168.1.10,1
913,login92,pass10,192.168.1.10,1
914,login92,pass10,192.168.1.10,1
915,login92,pass10,192.168.1.10,1
916,login92,pass10,192.168.1.10,1
917,login92,pass10,192.168.1.10,1
918,login92,pass10,192.168.1.10,1
919,login92,pass10,192.168.1.10,1
920,login93,pass10,192.168.1.10,1
921,login93,pass10,192.168.1.10,1
922,login93,pass10,192.168.1.10,1
923,login93,pass10,192.168.1.10,1
924,login93,pass10,192.168.1.10,1
925,login93,pass10,192.168.1.10,1
926,login93,pass10,192.168.1.10,1
927,login93,pass10,192.168.1.10,1
928,login93,pass10,192.168.1.10,1
929,login93,pass10,192.168.1.10,1
930,login94,pass10,192.168.1.10,1
931,login94,pass10,192.168.1.10,1
932,login94,pass10,192.168.1.10,1
933,login94,pass10,192.168.1.10,1
934,login94,pass10,192.168.1.10,1
935,login94,pass10,192.168.1.10,1
936,login94,pass10,192.168.1.10,1
937,login94,pass10,192.168.1.10,1
938,login94,pass10,192.168.1.10,1
939,login94,pass10,192.168.1.10,1
940,login95,pass10,192.168.1.10,1
941,login95,pass10,192.168.1.10,1
942,login95,pass10,192.168.1.10,1
943,login95,pass10,192.168.1.10,1
944,login95,pass10,192.168.1.10,1
945,login95,pass10,192.168.1.10,1
946,login95,pass10,192.168.1.10,1
947,login95,pass10,192.168.1.10,1
948,login95,pass10,192.168.1.10,1
949,login95,pass10,192.168.1.10,1
950,login96,pass10,192.168.1.10,1
951,login96,pass10,192.168.1.10,1
952,login96,pass10,192.168.1.10,1
953,login96,pass10,192.168.1.10,1
954,login96,pass10,192.168.1.10,1
955,login96,pass10,192.168.1.10,1
956,login96,pass10,192.168.1.10,1
957,login96,pass10,192.168.1.10,1
958,login96,pass10,192.168.1.10,1
959,login96,pass10,192.168.1.10,1
960,login97,pass10,192.168.1.10,1
961,login97,pass10,192.168.1.10,1
962,login97,pass10,192.168.1.10,1
963,login97,pass10,192.168.1.10,1
964,login97,pass10,192.168.1.10,1
965,login97,pass10,192.168.1.10,1
966,login97,pass10,192.168.1.10,1
967,login97,pass10,192.168.1.10,1
968,login97,pass10,192.168.1.10,1
969,login97,pass10,192.168.1.10,1
970,login98,pass10,192.168.1.10,1
971,login98,pass10,192.168.1.10,1
972,login98,pass10,192.168.1.10,1
973,login98,pass10,192.168.1.10,1
974,login98,pass10,192.168.1.10,1
975,login98,pass10,192.168.1.10,1
976,login98,pass10,192.168.1.10,1
977,login98,pass10,192.168.1.10,1
978,login98,pass10,192.168.1.10,1
979,login98,pass10,192.168.1.10,1
980,login99,pass10,192.168.1.10,1
981,login99,pass10,192.168.1.10,1
982,login99,pass10,192.168.1.10,1
983,login99,pass10,192.168.1.10,1
984,login99,pass10,192.168.1.10,1
985,login99,pass10,192.168.1.10,1
986,login99,pass10,192.168.1.10,1
987,login99,pass10,192.168.1.10,1
988,login99,pass10,192.168.1.10,1
989,login99,pass10,192.168.1.10,1
990,login100,pass10,192.168.1.10,1
991,login100,pass10,192.168.1.10,1
992,login100,pass10,192.168.1.10,1
993,login100,pass10,192.168.1.10,1
994,login99,pass10,192.168.1.10,0
995,login100,pass10,192.168.1.10,1
996,login100,pass10,192.168.1.10,1
997,login100,pass9,192.168.1.10,0
998,login100,pass10,192.168.1.10,1
999,login100,pass10,192.168.1.10,1
1000,login101,pass11,192.168.1.11,1
1001,login101,pass11,192.168.1.11,1
1002,login101,pass11,192.168.1.11,1
1003,login101,pass11,192.168.1.11,1
1004,login101,pass11,192.168.1.11,1
1005,login101,pass11,192.168.1.11,1
1006,login101,pass11,192.168.1.10,0
1007,login101,pass11,192.168.1.11,1
1008,login101,pass11,192.168.1.11,1
1009,login101,pass11,192.168.1.11,1
1010,login102,pass11,192.168.1.11,1
1011,login102,pass11,192.168.1.11,1
1012,login102,pass11,192.168.1.11,1
1013,login102,pass11,192.168.1.11,1
1014,login102,pass11,192.168.1.11,1
1015,login102,pass11,192.168.1.11,1
1016,login102,pass11,192.168.1.11,1
1017,login102,pass11,192.168.1.11,1
1018,login102,pass11,192.168.1.11,1
1019,login102,pass11,192.168.1.11,1
1020,login103,pass11,192.168.1.11,1
1021,login103,pass11,192.168.1.11,1
1022,login103,pass11,192.168.1.11,1
1023,login103,pass11,192.168.1.11,1
1024,login103,pass11,192.168.1.11,1
1025,login103,pass11,192.168.1.11,1
1026,login103,pass11,192.168.1.11,1
